dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,diff,total,avg_per
14_3,01-02-2021,2551,28537659,2585,26827361,-1710298,55365020,48%
14_3,01-06-2022,2125,47414452,2196,44544904,-2869548,91959356,48%
21_3,01-10-2021,910,22237418,973,20877348,-1360070,43114766,48%
15_2,01-04-2021,13208,1205452291,13570,1131522509,-73929782,2336974800,48%
14_2,01-07-2021,1749,26128675,1816,24517437,-1611238,50646112,48%
19_4,01-12-2021,277,9699955,255,9090440,-609515,18790395,48%
23_1,01-08-2021,4721,136671501,4820,127952309,-8719192,264623810,48%
20_4,01-06-2022,1132,62359926,1141,58337923,-4022003,120697849,48%
22_2,01-08-2021,955,22741421,984,21271566,-1469855,44012987,48%
19_4,01-03-2021,232,3533582,221,3298302,-235280,6831884,48%
21_1,01-01-2021,5773,237398313,5969,220593379,-16804934,457991692,48%
22_1,01-10-2021,4063,160562243,3964,148888680,-11673563,309450923,48%
19_3,01-02-2022,1947,58674988,1879,54350793,-4324195,113025781,48%
23_2,01-06-2022,3160,97082946,3217,89855406,-7227540,186938352,48%
17_3,01-12-2022,4580,96346583,3825,89172598,-7173985,185519181,48%
21_2,01-01-2022,1169,32057800,1182,29632083,-2425717,61689883,48%
14_2,01-02-2021,2537,29901052,2563,27635480,-2265572,57536532,48%
18_1,01-05-2021,1115,23028397,1132,21282193,-1746204,44310590,48%
19_2,01-10-2021,1855,37090378,1822,34275814,-2814564,71366192,48%
22_2,01-08-2022,390,18804464,384,17356516,-1447948,36160980,48%
23_2,01-02-2021,3863,64695115,3876,59691195,-5003920,124386310,48%
19_1,01-02-2021,1386,24286523,1411,22399667,-1886856,46686190,48%
23_2,01-02-2022,2880,86450101,2596,79605540,-6844561,166055641,48%
19_2,01-02-2021,1350,18523187,1343,17029208,-1493979,35552395,48%
14_5,01-07-2022,770,20197334,726,18560619,-1636715,38757953,48%
19_4,01-04-2022,328,8021719,287,7365569,-656150,15387288,48%
19_2,01-02-2023,1539,31026011,1451,28481479,-2544532,59507490,48%
19_1,01-05-2021,284,5482999,239,5026531,-456468,10509530,48%
22_1,01-05-2022,4129,214616691,4346,196522209,-18094482,411138900,48%
17_3,01-03-2023,5101,107437340,4753,98149368,-9287972,205586708,48%
19_2,01-09-2022,951,20632662,913,18841874,-1790788,39474536,48%
21_6,01-10-2021,750,15757687,757,14385239,-1372448,30142926,48%
21_2,01-11-2022,851,24792956,897,22624725,-2168231,47417681,48%
21_6,01-09-2022,1012,23384569,934,21235361,-2149208,44619930,48%
23_2,01-02-2023,3314,94720880,3220,85806241,-8914639,180527121,48%
14_3,01-12-2021,3089,52192716,3219,47202507,-4990209,99395223,47%
18_2,01-11-2021,1532,34130107,1595,30866530,-3263577,64996637,47%
23_1,01-05-2021,1334,22656148,1274,20381319,-2274829,43037467,47%
14_3,01-02-2022,1894,35847907,1869,32213565,-3634342,68061472,47%
19_4,01-01-2023,237,6899881,235,6191601,-708280,13091482,47%
21_2,01-04-2021,891,15607625,912,13998410,-1609215,29606035,47%
21_5,01-08-2022,1248,31801448,1250,28433106,-3368342,60234554,47%
16_1,01-05-2021,1074,147110463,1038,131457662,-15652801,278568125,47%
17_2,01-10-2022,5366,669688088,5194,597593001,-72095087,1267281089,47%
15_1,01-02-2022,19924,3651414062,20412,3255572073,-395841989,6906986135,47%
18_2,01-05-2021,333,4934615,325,4392132,-542483,9326747,47%
22_2,01-12-2022,528,25594836,550,22667405,-2927431,48262241,47%
21_6,01-12-2022,1103,21027052,1091,18590638,-2436414,39617690,47%
17_2,01-08-2021,5741,651691746,5845,575969565,-75722181,1227661311,47%
19_4,01-09-2022,179,4684115,171,4139547,-544568,8823662,47%
15_3,01-05-2021,353,6225242,332,5497733,-727509,11722975,47%
18_2,01-02-2022,1717,41139915,1667,36301798,-4838117,77441713,47%
21_5,01-05-2021,366,5058509,297,4463020,-595489,9521529,47%
21_3,01-01-2021,1444,30147574,1549,26590807,-3556767,56738381,47%
23_2,01-05-2022,3163,110333900,3225,97243142,-13090758,207577042,47%
19_4,01-06-2022,169,6122944,157,5393250,-729694,11516194,47%
22_2,01-02-2023,462,24758816,463,21797881,-2960935,46556697,47%
21_3,01-02-2022,1536,39745172,1390,34906794,-4838378,74651966,47%
19_2,01-05-2021,396,5294856,366,4615699,-679157,9910555,47%
20_4,01-05-2021,387,10313321,361,8984989,-1328332,19298310,47%
22_2,01-02-2021,1028,23092812,930,20093919,-2998893,43186731,47%
21_2,01-02-2021,900,15494825,891,13478757,-2016068,28973582,47%
21_5,01-10-2021,986,21226242,943,18441385,-2784857,39667627,46%
19_1,01-05-2022,763,34705198,808,30146408,-4558790,64851606,46%
14_5,01-02-2021,1079,14663381,1043,12734876,-1928505,27398257,46%
23_3,01-05-2021,2039,38327504,1995,33281833,-5045671,71609337,46%
17_2,01-03-2023,7299,838884926,7004,727411843,-111473083,1566296769,46%
21_5,01-02-2021,2039,35977404,1978,31061987,-4915417,67039391,46%
21_2,01-03-2023,1020,23471104,1016,20237995,-3233109,43709099,46%
14_1,01-02-2022,2841,102687336,2931,88469993,-14217343,191157329,46%
20_2,01-02-2022,1556,46134368,1445,39661362,-6473006,85795730,46%
18_2,01-10-2022,1232,29779245,1164,25421908,-4357337,55201153,46%
21_3,01-05-2021,189,2806900,162,2385470,-421430,5192370,46%
20_3,01-02-2022,1583,37596254,1520,31933233,-5663021,69529487,46%
15_3,01-02-2022,1278,39164928,1260,33263794,-5901134,72428722,46%
22_1,01-02-2022,3795,165983684,3614,140770913,-25212771,306754597,46%
21_1,01-02-2022,4261,237596797,4122,201110125,-36486672,438706922,46%
14_3,01-05-2021,709,5954941,624,4996377,-958564,10951318,46%
21_2,01-05-2021,250,3914733,215,3279027,-635706,7193760,46%
17_3,01-03-2022,4083,106225873,4205,88913539,-17312334,195139412,46%
18_1,01-02-2022,4032,117127388,3664,97950435,-19176953,215077823,46%
15_2,01-05-2022,14184,2226604850,14776,1856136612,-370468238,4082741462,45%
22_1,01-05-2021,2072,51282739,1664,42575293,-8707446,93858032,45%
15_3,01-10-2021,1393,39568722,1273,32828538,-6740184,72397260,45%
17_1,01-05-2021,258,6853638,236,5672243,-1181395,12525881,45%
14_4,01-03-2023,1833,52326513,1898,43244413,-9082100,95570926,45%
19_1,01-02-2022,1012,36168146,994,29696344,-6471802,65864490,45%
14_1,01-07-2021,2997,103057135,3165,83807604,-19249531,186864739,45%
21_5,01-04-2021,1038,18044597,1094,14657501,-3387096,32702098,45%
17_2,01-05-2021,1761,111249215,2466,89184701,-22064514,200433916,44%
17_1,01-01-2023,1246,55241470,1408,44175642,-11065828,99417112,44%
17_3,01-05-2021,1289,16026009,985,12804207,-3221802,28830216,44%
17_1,01-12-2021,1101,104759473,1037,83598913,-21160560,188358386,44%
21_5,01-07-2022,2074,47272385,1692,37443717,-9828668,84716102,44%
21_3,01-02-2023,1599,47850586,1594,37729311,-10121275,85579897,44%
22_2,01-04-2022,1079,35456569,657,27823990,-7632579,63280559,44%
19_1,01-04-2022,762,27857363,727,21849707,-6007656,49707070,44%
23_3,01-06-2022,5721,222947172,5856,174685831,-48261341,397633003,44%
18_2,01-01-2023,1933,56557929,1824,43654914,-12903015,100212843,44%
23_1,01-02-2022,4724,136999151,4196,105561293,-31437858,242560444,44%
17_1,01-02-2022,1056,65699784,988,50614845,-15084939,116314629,44%
23_2,01-05-2021,1083,21806323,978,16786860,-5019463,38593183,43%
19_1,01-04-2021,959,21996377,1056,16773745,-5222632,38770122,43%
19_2,01-03-2022,1705,46737242,1544,35149635,-11587607,81886877,43%
23_3,01-11-2021,5347,219058139,5548,164236595,-54821544,383294734,43%
22_2,01-05-2021,467,7491966,343,5194282,-2297684,12686248,41%
19_3,01-05-2021,465,9010112,333,5774866,-3235246,14784978,39%
17_1,01-04-2022,1000,106685105,1059,66609161,-40075944,173294266,38%
21_6,01-05-2021,161,2048729,94,1263297,-785432,3312026,38%
17_1,01-03-2021,1375,38983568,1346,23454589,-15528979,62438157,38%
19_4,01-10-2021,129,9019730,146,5409305,-3610425,14429035,37%
20_1,01-05-2021,893,27258144,598,15656499,-11601645,42914643,36%
14_5,01-07-2021,834,22507198,915,12356449,-10150749,34863647,35%
15_3,01-12-2022,1321,72749213,1353,37351018,-35398195,110100231,34%
14_5,01-01-2023,784,50514172,818,16939177,-33574995,67453349,25%
14_5,01-05-2021,220,13008376,224,2413041,-10595335,15421417,16%
21_2,01-10-2020,1,1100,0,0,-1100,1100,0%
14_2,01-10-2020,1,1100,0,0,-1100,1100,0%
23_3,01-10-2020,1,1100,0,0,-1100,1100,0%
14_2,01-11-2020,1,1100,0,0,-1100,1100,0%
19_1,01-11-2020,1,1100,0,0,-1100,1100,0%
14_4,01-10-2020,1,1105,0,0,-1105,1105,0%
18_2,01-10-2020,2,2200,0,0,-2200,2200,0%
19_1,01-10-2020,2,2200,0,0,-2200,2200,0%
18_2,01-11-2020,2,2200,0,0,-2200,2200,0%
20_4,01-11-2020,2,2200,0,0,-2200,2200,0%
20_3,01-11-2020,2,2200,0,0,-2200,2200,0%
19_3,01-11-2020,2,3040,0,0,-3040,3040,0%
19_3,01-10-2020,3,3060,0,0,-3060,3060,0%
17_3,01-11-2020,3,3200,0,0,-3200,3200,0%
15_3,01-10-2020,3,3300,0,0,-3300,3300,0%
17_2,01-11-2020,3,3300,0,0,-3300,3300,0%
20_3,01-10-2020,4,4400,0,0,-4400,4400,0%
17_3,01-10-2020,4,4400,0,0,-4400,4400,0%
14_1,01-10-2020,4,4400,0,0,-4400,4400,0%
15_3,01-11-2020,4,4520,0,0,-4520,4520,0%
18_1,01-10-2020,5,5500,0,0,-5500,5500,0%
23_2,01-10-2020,5,5500,0,0,-5500,5500,0%
23_2,01-11-2020,5,5505,0,0,-5505,5505,0%
17_2,01-10-2020,5,5700,0,0,-5700,5700,0%
14_1,01-11-2020,3,6460,0,0,-6460,6460,0%
20_2,01-11-2020,5,7500,0,0,-7500,7500,0%
23_1,01-10-2020,8,8800,0,0,-8800,8800,0%
20_1,01-11-2020,8,8800,0,0,-8800,8800,0%
18_1,01-11-2020,8,8800,0,0,-8800,8800,0%
22_2,01-11-2020,10,12000,0,0,-12000,12000,0%
20_2,01-10-2020,11,12100,0,0,-12100,12100,0%
18_2,01-04-2020,21,14090,0,0,-14090,14090,0%
22_1,01-11-2020,13,15300,0,0,-15300,15300,0%
20_1,01-10-2020,13,15400,0,0,-15400,15400,0%
21_1,01-11-2020,17,18700,0,0,-18700,18700,0%
22_2,01-10-2020,19,20900,0,0,-20900,20900,0%
21_1,01-10-2020,23,25440,0,0,-25440,25440,0%
22_1,01-10-2020,26,29700,0,0,-29700,29700,0%
14_2,01-04-2020,4,30615,0,0,-30615,30615,0%
15_1,01-11-2020,30,33000,0,0,-33000,33000,0%
15_2,01-11-2020,70,77000,0,0,-77000,77000,0%
15_2,01-10-2020,73,80300,0,0,-80300,80300,0%
15_1,01-10-2020,77,84800,0,0,-84800,84800,0%
16_1,01-11-2020,88,100800,0,0,-100800,100800,0%
19_1,01-04-2020,9,107295,0,0,-107295,107295,0%
17_3,01-04-2020,78,143310,0,0,-143310,143310,0%
19_3,01-04-2020,7,186260,0,0,-186260,186260,0%
20_3,01-04-2020,126,187510,0,0,-187510,187510,0%
16_1,01-10-2020,189,215210,0,0,-215210,215210,0%
21_6,01-04-2020,33,246120,0,0,-246120,246120,0%
21_3,01-04-2020,27,259770,0,0,-259770,259770,0%
19_2,01-04-2020,23,373625,0,0,-373625,373625,0%
14_5,01-04-2020,55,448760,0,0,-448760,448760,0%
19_4,01-09-2020,59,471595,0,0,-471595,471595,0%
23_3,01-04-2020,44,599955,0,0,-599955,599955,0%
15_3,01-04-2020,157,645215,0,0,-645215,645215,0%
21_2,01-04-2020,33,711680,0,0,-711680,711680,0%
22_2,01-04-2020,18,719375,0,0,-719375,719375,0%
17_1,01-04-2020,84,745700,0,0,-745700,745700,0%
22_1,01-04-2020,419,868795,0,0,-868795,868795,0%
18_1,01-04-2020,507,1083955,0,0,-1083955,1083955,0%
20_2,01-04-2020,158,1151995,0,0,-1151995,1151995,0%
20_4,01-04-2020,46,1237635,0,0,-1237635,1237635,0%
14_4,01-09-2020,404,1399025,0,0,-1399025,1399025,0%
21_6,01-09-2020,389,1957570,0,0,-1957570,1957570,0%
20_1,01-04-2020,90,2004050,0,0,-2004050,2004050,0%
19_2,01-09-2020,283,2307720,0,0,-2307720,2307720,0%
14_4,01-04-2020,316,2317359,0,0,-2317359,2317359,0%
17_2,01-04-2020,115,2450622,0,0,-2450622,2450622,0%
14_3,01-09-2020,598,2473585,0,0,-2473585,2473585,0%
21_2,01-09-2020,279,2818601,0,0,-2818601,2818601,0%
14_3,01-04-2020,351,2980350,0,0,-2980350,2980350,0%
19_4,01-09-2019,280,3056614,0,0,-3056614,3056614,0%
19_1,01-09-2020,210,3107344,0,0,-3107344,3107344,0%
14_5,01-09-2020,574,3192380,0,0,-3192380,3192380,0%
14_2,01-09-2020,350,3198273,0,0,-3198273,3198273,0%
23_1,01-04-2020,195,3249291,0,0,-3249291,3249291,0%
23_2,01-04-2020,188,3293465,0,0,-3293465,3293465,0%
19_4,01-11-2019,318,3510685,0,0,-3510685,3510685,0%
20_3,01-09-2020,410,3532090,0,0,-3532090,3532090,0%
17_1,01-09-2020,377,3690710,0,0,-3690710,3690710,0%
21_5,01-09-2020,284,3757007,0,0,-3757007,3757007,0%
19_4,01-03-2020,414,3788075,0,0,-3788075,3788075,0%
19_4,01-10-2019,239,3877226,0,0,-3877226,3877226,0%
19_4,01-01-2020,464,3913935,0,0,-3913935,3913935,0%
15_3,01-09-2020,388,3980640,0,0,-3980640,3980640,0%
19_4,01-05-2020,467,4000670,0,0,-4000670,4000670,0%
19_4,01-08-2020,323,4543905,0,0,-4543905,4543905,0%
19_4,01-02-2020,441,4551190,0,0,-4551190,4551190,0%
22_2,01-09-2020,412,4692187,0,0,-4692187,4692187,0%
18_2,01-09-2020,870,4818945,0,0,-4818945,4818945,0%
19_4,01-05-2019,414,4902685,0,0,-4902685,4902685,0%
21_3,01-09-2020,476,4925129,0,0,-4925129,4925129,0%
21_6,01-05-2020,477,4936481,0,0,-4936481,4936481,0%
19_4,01-12-2019,390,5178860,0,0,-5178860,5178860,0%
21_6,01-08-2020,554,5236969,0,0,-5236969,5236969,0%
19_4,01-08-2019,387,5255110,0,0,-5255110,5255110,0%
19_4,01-07-2019,504,5472687,0,0,-5472687,5472687,0%
14_1,01-09-2020,545,5525051,0,0,-5525051,5525051,0%
19_4,01-07-2020,606,5562265,0,0,-5562265,5562265,0%
21_6,01-10-2019,692,5598122,0,0,-5598122,5598122,0%
19_4,01-06-2019,520,5626095,0,0,-5626095,5626095,0%
21_6,01-04-2019,563,5688052,0,0,-5688052,5688052,0%
20_4,01-09-2020,442,5707537,0,0,-5707537,5707537,0%
17_3,01-09-2020,940,5839828,0,0,-5839828,5839828,0%
21_6,01-01-2020,624,5881707,0,0,-5881707,5881707,0%
21_6,01-05-2019,616,6059339,0,0,-6059339,6059339,0%
20_2,01-09-2020,739,6131140,0,0,-6131140,6131140,0%
21_6,01-03-2020,596,6225967,0,0,-6225967,6225967,0%
21_6,01-12-2019,747,6376463,0,0,-6376463,6376463,0%
21_6,01-09-2019,754,6473599,0,0,-6473599,6473599,0%
21_6,01-02-2020,654,6504433,0,0,-6504433,6504433,0%
21_6,01-06-2019,721,6553495,0,0,-6553495,6553495,0%
19_4,01-06-2020,686,6728775,0,0,-6728775,6728775,0%
14_2,01-05-2020,934,6993685,0,0,-6993685,6993685,0%
22_2,01-05-2020,310,7120075,0,0,-7120075,7120075,0%
14_1,01-04-2020,422,7340232,0,0,-7340232,7340232,0%
14_5,01-05-2020,943,7499276,0,0,-7499276,7499276,0%
21_6,01-08-2019,816,7554861,0,0,-7554861,7554861,0%
21_6,01-11-2019,862,7577874,0,0,-7577874,7577874,0%
19_3,01-09-2020,323,7613005,0,0,-7613005,7613005,0%
19_4,01-04-2019,585,8302945,0,0,-8302945,8302945,0%
21_6,01-07-2020,1014,8359419,0,0,-8359419,8359419,0%
23_2,01-09-2020,738,8754881,0,0,-8754881,8754881,0%
21_1,01-04-2020,308,8877215,0,0,-8877215,8877215,0%
21_6,01-07-2019,1022,9855642,0,0,-9855642,9855642,0%
14_5,01-08-2020,1843,9868395,0,0,-9868395,9868395,0%
19_2,01-05-2020,966,10058350,0,0,-10058350,10058350,0%
21_6,01-06-2020,1203,10071357,0,0,-10071357,10071357,0%
22_2,01-08-2020,505,10083170,0,0,-10083170,10083170,0%
19_1,01-10-2019,881,10277285,0,0,-10277285,10277285,0%
21_2,01-04-2019,947,10639865,0,0,-10639865,10639865,0%
14_5,01-01-2020,1512,10865635,0,0,-10865635,10865635,0%
14_4,01-05-2020,1741,10955503,0,0,-10955503,10955503,0%
15_3,01-05-2020,1202,11190357,0,0,-11190357,11190357,0%
19_1,01-05-2020,858,11400504,0,0,-11400504,11400504,0%
21_2,01-10-2019,1011,11442985,0,0,-11442985,11442985,0%
19_1,01-06-2019,824,11443194,0,0,-11443194,11443194,0%
22_2,01-11-2019,510,11605895,0,0,-11605895,11605895,0%
21_2,01-05-2020,871,11619406,0,0,-11619406,11619406,0%
14_5,01-05-2019,1615,11855661,0,0,-11855661,11855661,0%
14_5,01-10-2019,1595,11858788,0,0,-11858788,11858788,0%
22_2,01-09-2019,611,11952990,0,0,-11952990,11952990,0%
21_5,01-05-2020,1150,12109639,0,0,-12109639,12109639,0%
22_2,01-07-2020,1050,12263135,0,0,-12263135,12263135,0%
22_2,01-01-2020,464,12467121,0,0,-12467121,12467121,0%
22_2,01-12-2019,557,12473935,0,0,-12473935,12473935,0%
22_2,01-04-2019,542,12610700,0,0,-12610700,12610700,0%
14_5,01-08-2019,1826,12672060,0,0,-12672060,12672060,0%
19_1,01-04-2019,1043,12672655,0,0,-12672655,12672655,0%
22_2,01-10-2019,712,12677945,0,0,-12677945,12677945,0%
14_5,01-06-2019,1701,12770293,0,0,-12770293,12770293,0%
22_2,01-05-2019,782,12779175,0,0,-12779175,12779175,0%
18_1,01-09-2020,1398,12833431,0,0,-12833431,12833431,0%
21_5,01-03-2020,1061,12860578,0,0,-12860578,12860578,0%
14_2,01-09-2019,1968,12895743,0,0,-12895743,12895743,0%
14_5,01-11-2019,1495,12984080,0,0,-12984080,12984080,0%
14_2,01-03-2020,1928,12996208,0,0,-12996208,12996208,0%
22_2,01-06-2019,705,13006275,0,0,-13006275,13006275,0%
14_5,01-03-2020,1839,13097423,0,0,-13097423,13097423,0%
22_2,01-07-2019,708,13359678,0,0,-13359678,13359678,0%
21_2,01-08-2020,1135,13378751,0,0,-13378751,13378751,0%
14_2,01-12-2019,2027,13401500,0,0,-13401500,13401500,0%
22_2,01-02-2020,586,13411321,0,0,-13411321,13411321,0%
14_5,01-06-2020,1880,13632959,0,0,-13632959,13632959,0%
21_2,01-01-2020,1049,13700735,0,0,-13700735,13700735,0%
23_1,01-09-2020,1281,13842466,0,0,-13842466,13842466,0%
14_2,01-11-2019,1854,13905589,0,0,-13905589,13905589,0%
14_5,01-12-2019,1826,13948618,0,0,-13948618,13948618,0%
14_5,01-04-2019,2091,13948976,0,0,-13948976,13948976,0%
14_5,01-09-2019,1778,14008668,0,0,-14008668,14008668,0%
21_5,01-08-2020,1368,14192658,0,0,-14192658,14192658,0%
19_1,01-11-2019,900,14256963,0,0,-14256963,14256963,0%
14_4,01-07-2020,2421,14314199,0,0,-14314199,14314199,0%
19_1,01-03-2020,1105,14473096,0,0,-14473096,14473096,0%
19_2,01-11-2019,1342,14521330,0,0,-14521330,14521330,0%
19_1,01-01-2020,950,14521521,0,0,-14521521,14521521,0%
21_2,01-06-2019,1276,14677798,0,0,-14677798,14677798,0%
17_1,01-08-2020,1743,14686219,0,0,-14686219,14686219,0%
20_3,01-05-2020,1425,14700340,0,0,-14700340,14700340,0%
23_3,01-09-2020,734,14760342,0,0,-14760342,14760342,0%
14_3,01-05-2020,2547,14824532,0,0,-14824532,14824532,0%
21_2,01-09-2019,1171,14836623,0,0,-14836623,14836623,0%
19_1,01-08-2019,1124,14955291,0,0,-14955291,14955291,0%
22_2,01-08-2019,833,15008087,0,0,-15008087,15008087,0%
21_2,01-05-2019,1230,15030867,0,0,-15030867,15030867,0%
19_2,01-01-2020,1319,15156989,0,0,-15156989,15156989,0%
19_1,01-05-2019,1092,15177385,0,0,-15177385,15177385,0%
14_5,01-02-2020,2130,15190030,0,0,-15190030,15190030,0%
19_2,01-08-2019,1523,15199278,0,0,-15199278,15199278,0%
21_5,01-10-2019,1224,15367793,0,0,-15367793,15367793,0%
21_5,01-01-2020,1197,15373698,0,0,-15373698,15373698,0%
21_2,01-11-2019,974,15390223,0,0,-15390223,15390223,0%
19_2,01-08-2020,1642,15773984,0,0,-15773984,15773984,0%
19_1,01-09-2019,801,15818167,0,0,-15818167,15818167,0%
14_2,01-10-2019,1909,15821250,0,0,-15821250,15821250,0%
21_5,01-09-2019,1467,15868051,0,0,-15868051,15868051,0%
21_5,01-04-2019,1089,15915285,0,0,-15915285,15915285,0%
19_1,01-08-2020,1050,15949571,0,0,-15949571,15949571,0%
19_2,01-09-2019,1675,15998743,0,0,-15998743,15998743,0%
14_4,01-01-2020,2003,16030048,0,0,-16030048,16030048,0%
19_2,01-10-2019,1596,16085446,0,0,-16085446,16085446,0%
14_4,01-10-2019,2576,16297175,0,0,-16297175,16297175,0%
21_2,01-02-2020,1139,16367430,0,0,-16367430,16367430,0%
21_5,01-11-2019,1197,16466357,0,0,-16466357,16466357,0%
14_5,01-07-2019,2187,16498551,0,0,-16498551,16498551,0%
20_1,01-09-2020,839,16567580,0,0,-16567580,16567580,0%
16_1,01-04-2020,89,16746877,0,0,-16746877,16746877,0%
17_1,01-05-2020,1764,16799076,0,0,-16799076,16799076,0%
19_3,01-05-2020,986,16969358,0,0,-16969358,16969358,0%
19_2,01-03-2020,1591,16975713,0,0,-16975713,16975713,0%
14_2,01-04-2019,2074,17019180,0,0,-17019180,17019180,0%
21_2,01-03-2020,1122,17066492,0,0,-17066492,17066492,0%
14_5,01-07-2020,2482,17181168,0,0,-17181168,17181168,0%
14_4,01-09-2019,2624,17206310,0,0,-17206310,17206310,0%
14_4,01-08-2020,2953,17381103,0,0,-17381103,17381103,0%
19_1,01-07-2020,1519,17391525,0,0,-17391525,17391525,0%
20_3,01-08-2020,2138,17423399,0,0,-17423399,17423399,0%
14_2,01-07-2020,2691,17486266,0,0,-17486266,17486266,0%
14_2,01-08-2020,2045,17556449,0,0,-17556449,17556449,0%
14_2,01-01-2020,1921,17614714,0,0,-17614714,17614714,0%
14_4,01-06-2019,2527,17696126,0,0,-17696126,17696126,0%
19_1,01-12-2019,1173,17703534,0,0,-17703534,17703534,0%
19_1,01-07-2019,1186,17853370,0,0,-17853370,17853370,0%
14_2,01-02-2020,2098,17880967,0,0,-17880967,17880967,0%
21_2,01-07-2019,1451,17966223,0,0,-17966223,17966223,0%
21_3,01-05-2020,1642,18028360,0,0,-18028360,18028360,0%
14_4,01-03-2020,2157,18193770,0,0,-18193770,18193770,0%
18_2,01-05-2020,2778,18287063,0,0,-18287063,18287063,0%
21_5,01-06-2019,1392,18292822,0,0,-18292822,18292822,0%
14_3,01-01-2020,2730,18293182,0,0,-18293182,18293182,0%
21_2,01-08-2019,1332,18341690,0,0,-18341690,18341690,0%
22_1,01-09-2020,1233,18346350,0,0,-18346350,18346350,0%
20_3,01-03-2020,2068,18392715,0,0,-18392715,18392715,0%
14_2,01-06-2020,2794,18409579,0,0,-18409579,18409579,0%
14_4,01-11-2019,2321,18429221,0,0,-18429221,18429221,0%
14_2,01-08-2019,2519,18515918,0,0,-18515918,18515918,0%
15_3,01-07-2020,2065,18569435,0,0,-18569435,18569435,0%
19_1,01-02-2020,1473,18929772,0,0,-18929772,18929772,0%
19_2,01-04-2019,1767,18940764,0,0,-18940764,18940764,0%
17_1,01-03-2020,2078,19040663,0,0,-19040663,19040663,0%
14_4,01-04-2019,2355,19227636,0,0,-19227636,19227636,0%
20_3,01-07-2020,2264,19409973,0,0,-19409973,19409973,0%
21_2,01-07-2020,1553,19450450,0,0,-19450450,19450450,0%
21_5,01-05-2019,1468,19541233,0,0,-19541233,19541233,0%
21_5,01-07-2019,1858,19590782,0,0,-19590782,19590782,0%
21_5,01-08-2019,1648,19611924,0,0,-19611924,19611924,0%
20_2,01-08-2020,1678,19612368,0,0,-19612368,19612368,0%
18_2,01-08-2020,2645,19678104,0,0,-19678104,19678104,0%
19_2,01-07-2020,2401,19753266,0,0,-19753266,19753266,0%
20_3,01-01-2020,1917,19918125,0,0,-19918125,19918125,0%
20_3,01-11-2019,1968,19924292,0,0,-19924292,19924292,0%
19_2,01-12-2019,1762,19964775,0,0,-19964775,19964775,0%
19_1,01-06-2020,1655,19995210,0,0,-19995210,19995210,0%
14_3,01-08-2020,3523,20052643,0,0,-20052643,20052643,0%
14_4,01-05-2019,2809,20217773,0,0,-20217773,20217773,0%
19_2,01-02-2020,1961,20439919,0,0,-20439919,20439919,0%
15_3,01-08-2020,2101,20456003,0,0,-20456003,20456003,0%
21_2,01-06-2020,1668,20612845,0,0,-20612845,20612845,0%
21_3,01-08-2020,1943,20663415,0,0,-20663415,20663415,0%
14_4,01-06-2020,3460,20685876,0,0,-20685876,20685876,0%
19_2,01-05-2019,1788,20714061,0,0,-20714061,20714061,0%
20_3,01-10-2019,2155,20876708,0,0,-20876708,20876708,0%
19_2,01-06-2019,1860,20888875,0,0,-20888875,20888875,0%
14_4,01-12-2019,2495,20932006,0,0,-20932006,20932006,0%
21_2,01-12-2019,1252,20965877,0,0,-20965877,20965877,0%
22_2,01-03-2020,478,21113825,0,0,-21113825,21113825,0%
22_2,01-06-2020,1158,21166606,0,0,-21166606,21166606,0%
18_2,01-10-2019,2548,21200384,0,0,-21200384,21200384,0%
14_2,01-05-2019,2392,21224914,0,0,-21224914,21224914,0%
20_3,01-12-2019,2261,21228175,0,0,-21228175,21228175,0%
21_5,01-02-2020,1626,21233617,0,0,-21233617,21233617,0%
15_3,01-06-2020,2492,21296590,0,0,-21296590,21296590,0%
14_4,01-02-2020,2762,21330798,0,0,-21330798,21330798,0%
18_2,01-01-2020,3256,21360534,0,0,-21360534,21360534,0%
21_3,01-03-2020,2047,21392237,0,0,-21392237,21392237,0%
14_3,01-03-2020,3065,21452512,0,0,-21452512,21452512,0%
20_3,01-09-2019,2409,21464218,0,0,-21464218,21464218,0%
14_3,01-02-2020,3243,21676692,0,0,-21676692,21676692,0%
20_2,01-05-2020,1557,21758258,0,0,-21758258,21758258,0%
21_5,01-07-2020,2127,21774457,0,0,-21774457,21774457,0%
14_3,01-04-2019,2726,21804047,0,0,-21804047,21804047,0%
15_3,01-03-2020,1988,21851696,0,0,-21851696,21851696,0%
14_3,01-07-2020,4192,21883871,0,0,-21883871,21883871,0%
15_3,01-09-2019,2078,21904010,0,0,-21904010,21904010,0%
14_2,01-07-2019,3068,22574155,0,0,-22574155,22574155,0%
20_3,01-08-2019,2493,22575950,0,0,-22575950,22575950,0%
14_4,01-08-2019,3091,22700059,0,0,-22700059,22700059,0%
19_3,01-11-2019,1563,22840845,0,0,-22840845,22840845,0%
19_2,01-07-2019,2127,22890600,0,0,-22890600,22890600,0%
14_3,01-11-2019,2774,22911353,0,0,-22911353,22911353,0%
14_4,01-07-2019,3460,22968808,0,0,-22968808,22968808,0%
19_3,01-01-2020,1514,23052140,0,0,-23052140,23052140,0%
15_3,01-01-2020,1878,23127713,0,0,-23127713,23127713,0%
15_3,01-11-2019,1991,23161905,0,0,-23161905,23161905,0%
21_5,01-12-2019,1595,23309028,0,0,-23309028,23309028,0%
